instruction,image_path
"A sleek robot on moonlit mountains, eyes glowing, ready for an anime adventure.",data/images/img_254.png
"a penguin standing on a sidewalk, anime style, large expressive eyes, vibrant color palette, exaggerated features, clean lines, dynamic pose, soft golden hour light, high resolution, sharp focus",data/images/img_255.png
"Egyptian gods Osiris and Isis, digital matte painting, dramatic chiaroscuro lighting, high contrast, panoramic view, ethereal atmosphere, intricate textures, cyberpunk elements, glowing hieroglyphs, futuristic temples, photorealistic, trending on Artstation.",data/images/img_256.png
"Armored holy knight with winged helm, vibrant colors, dynamic pose, detailed background, glowing effects.",data/images/img_257.png
"Teenager cooking sweets, vibrant colors, bold outlines.",data/images/img_258.png
"African American caveman, circa 10,000 BC, hand-sculpted clay, vibrant color palette, intricate textures, soft golden hour light, high resolution, 16k",data/images/img_259.png
"An old man in Renaissance style, wearing intricate robes, with a wise, serene expression, against a detailed landscape.",data/images/img_260.png
"Manga-style League of Legends FAN ART Portrait of VI, pink short hair, elegant, highly detailed, sharp focus, digital painting, smooth lines, bold colors, dynamic poses, cinematic lighting, face enhanced, 8K, golden ratio, soft golden hour light, vibrant color palette, dynamic perspective, by Laurie Greasley, Dan Mumford, artstation, deviantart, Unreal Engine",data/images/img_261.png
"Whiteboard animation of an atompunk city with clean lines, vibrant colors, and dynamic camera angles.",data/images/img_262.png
"Detailed digital art of a ski resort logo, inspired by Akira Toriyama, 3D render, for a t-shirt, featuring Keystone with vibrant colors.",data/images/img_263.png
"animated portrait of sansa stark in a mystical foggy forest, autumn, intricate details, elegant, smooth gradients, sharp focus, digital animation, inspired by artgerm, greg rutkowski, and alphonse mucha, with flowing, ethereal movements, vibrant color palette, soft golden hour light, dynamic perspective",data/images/img_264.png
"Pixel art with 8-bit colors, retro gaming style, expressionist feel.",data/images/img_265.png
"In a magical forest, a rabbit and a gecko wear antique watches and look at them, surrounded by glowing lanterns.",data/images/img_266.png
A black cat bats a floating red Christmas ornament with silver stardust.,data/images/img_267.png
"8-bit car, pixel art, retro colors, blocky design, simple shapes, sharp edges, pixelated texture, vibrant color palette, high resolution, dynamic perspective, energetic atmosphere",data/images/img_268.png
"Fantasy portrait of a Brazilian robot with an elegant face, large glowing eyes, and a muscular physique, set against a mystical backdrop with intricate patterns and runes.",data/images/img_269.png
"A highly detailed anime android with intricate mechanical features and smooth gradients stands against a solid black background, exuding a blend of futuristic elegance and precision, under soft golden hour light, with sharp focus and high resolution.",data/images/img_270.png
"Cozy restaurant with warm cream brick walls, polished timber floors, and vintage pendant lights. Wooden beams add rustic charm. Mismatched green and blue chairs surround round wooden tables with wildflowers in mason jars. Large fireplace with black mantle creates a warm atmosphere. Sunlight through large windows shows rolling hills outside. T-Max film captures sharp details.",data/images/img_271.png
"Adorable neon creature in glowing greenery, eye pulsating with cybernetic energy.",data/images/img_272.png
"underwater spy facility in the Atlantic, hidden city, pixel art, intricate details, symmetrical design, iridescent colors, high resolution, retro animation style, vibrant palette, coherent layout, soft golden hour light, dynamic perspective",data/images/img_273.png
"A 3D model of a red-haired girl in a colorful dress having a tea party with a fluffy, pastel monster in a magical garden with giant, glowing flowers.",data/images/img_274.png
"A boy holds a piece of wood while a girl paints it, illustrated in anime style with vibrant colors, exaggerated expressions, and a soft golden hour light, capturing the scene with dynamic perspective and rich textures.",data/images/img_275.png
"Circular fantasy logo with intricate runes, glowing aura, ancient symbols, and a majestic border.",data/images/img_276.png
"Manga trader, intense close-up, sharp lines, dynamic angles, dramatic shading.",data/images/img_277.png
"Doctor Doom concocts a potion from milk in a tavern, detailed comic illustration, Armstrong Rolf, Artgerm, dynamic panels, bold inks, vibrant colors, soft golden hour light, rich textures, energetic atmosphere, high resolution",data/images/img_278.png
"Kurisu Makise in a cyberpunk city at night, bathed in neon lights, standing elegantly in a stop motion animation, with intricate details, rich textures, and a tactile feel, frame-by-frame, 8k, art by Laika, Aardman Animations, Nick Park, Tim Burton, Henry Selick, dynamic perspective, high resolution, sharp focus.",data/images/img_279.png
"Leonardo da Vinci and a plague doctor hosting a podcast, manga style, bold lines, colorful backgrounds, detailed table with microphones.",data/images/img_280.png
"A professional photograph of a vast, futuristic space station with intricate details, a tiny astronaut floating near it, and the vast expanse of deep space bathed in soft golden hour light, high resolution, sharp focus, dynamic perspective.",data/images/img_281.png
"An anime character bathed in the ethereal glow of a red crystal, set against a dark, grainy backdrop with a cinematic feel, high resolution, and dramatic chiaroscuro.",data/images/img_282.png
"her last moment, mystical sole survivor gazes into the camera, vibrant anime style, neon colors, dynamic lines, glowing eyes, ethereal background, soft golden hour light, high resolution, sharp focus",data/images/img_283.png
"A neon tornado of tigers crashing into a cyberpunk skyscraper, glowing in electric hues, with holographic billboards casting vivid reflections on rain-soaked streets, under a dramatic chiaroscuro lighting, high resolution.",data/images/img_284.png
"The Beatles crossing Abbey Road, vibrant colors, sleek lines, modern aesthetic.",data/images/img_285.png
"a fantasy portrait of a statue of Anubis, crowned with an intricate golden headdress, draped in ethereal, glowing garments with smooth gradients, featuring a shimmering space shuttle motif on his chest, surrounded by magical runes and floating orbs in a serene, misty ambiance, with high resolution and sharp focus",data/images/img_286.png
"8-bit Old Faithful erupting, pixel art, vibrant colors, retro game graphics, soft golden hour light, dynamic perspective, high resolution, sharp focus",data/images/img_287.png
"highly detailed 3D model of onigiri and dango, intricate textures, lifelike shapes, soft golden hour light, dynamic shadows, vibrant color palette, high resolution, photorealistic",data/images/img_288.png
"a pixelated view of Earth from the moon, low-res, 8-bit colors, retro game aesthetic, vibrant color palette, nostalgic mood, sharp focus, dynamic perspective",data/images/img_289.png
"Two women in colorful floral robes stand on snow, looking at the camera.",data/images/img_290.png
"a neon-lit girl in a cybernetic lab, meticulously examining a glowing ammonite fossil, detailed cyberpunk elements, vibrant neon colors, sleek futuristic design, soft golden hour light, dynamic perspective, rich textures, photorealistic, sharp focus",data/images/img_291.png
"8-bit pixel art, blocky, vibrant colors, retro gaming",data/images/img_292.png
"8-bit pixel art portrait of Evanescence, dark and moody, intricate pixel details, retro game aesthetic, soft shadows, vibrant color palette, high contrast, sharp focus",data/images/img_293.png
"Book cover with old bridge, ivy leaves, fantasy forest, magic, light night, intricate, elegant, sharp focus, highly detailed, vector art, digital illustration, matte, by Wlop, Artgerm, and Greg Rutkowski.",data/images/img_294.png
"Spider-Man in a mature, gritty anime style, with detailed shading and dynamic action poses, set in a dystopian cityscape under a dramatic chiaroscuro lighting, rich textures, and a high-contrast color palette.",data/images/img_295.png
"an impressionist painting of a coastal French city with a large park on the west side and a mountain to the north, soft golden hour light and misty ambiance, delicate brushstrokes capture a cloud partially obscuring the scene, vibrant color palette, rich textures, high resolution",data/images/img_296.png
"Futuristic cyberpunk apartment interior with soft, flowing ink lines and cinematic lighting, blending technology and modern living.",data/images/img_297.png
"Manga / detailed: Miss Milligan's Fried Chicken: The star of the show! Perfectly marinated and double-battered, the chicken is fried to a golden crisp, with every bite bursting with juicy perfection. Served on a rustic wooden plate, with creamy mashed potatoes, vibrant seasonal vegetables, and a rich side of sawmill gravy, under soft golden hour light, with a serene mood and high resolution.",data/images/img_298.png
"dark fantasy land, vibrant colors, clean lines, ghibli-inspired, dynamic shadows, whimsical elements",data/images/img_299.png
"a 3D model of a woman with long, volumetric ginger wavy hair and small round glasses, digital art, detailed avatar image, wearing a vibrant, fully colored outfit, with rich textures and smooth gradients, under soft golden hour light, high resolution, photorealistic, sharp focus",data/images/img_300.png
"A valiant warrior in ornate armor wields a glowing sword on a mystical battlefield, surrounded by ethereal light and ancient runes.",data/images/img_301.png
A pixelated racer leaves a trail of blocky smoke.,data/images/img_302.png
"a charming 3D picnic in a volumetric mushroom forest with intricate details, dramatic chiaroscuro lighting, cgsociety masterpiece, artstation trending, 4k, digital art, concept art, high resolution, sharp focus",data/images/img_303.png
"Spanish Assassin's Creed character, vibrant illustration, bold lines, dynamic pose, high contrast, 8k resolution, advertising style, soft golden hour light, sharp focus, energetic atmosphere, rule of thirds composition, rich textures",data/images/img_304.png
"Two glowing rings float in a dark void, with light effects and textures.",data/images/img_305.png
"In a manga style, a fierce sandstorm engulfs Beijing, with determined workers trudging through the chaotic scene, their iconic and resolute figures coated in mud, captured in dynamic perspective with a dramatic chiaroscuro lighting.",data/images/img_306.png
"High-energy manga: Wizard in vibrant astral blue robe, flames bursting through the grand library, dynamic shadows, sparkles, dramatic chiaroscuro, sharp focus, energetic atmosphere.",data/images/img_307.png
"8-bit pixel art on a black background: a large yellow circle and a small red square, with crisp pixelated edges and a vibrant retro color palette, high resolution, sharp focus",data/images/img_308.png
"gta 5, anime cover art, jesus holding a gun-shaped cross, intricate linework, vibrant color palette, dramatic chiaroscuro, fantasy elements, digital painting, sharp focus, concept art, hearthstone, art by artgerm and greg rutkowski",data/images/img_309.png
"Ariana Grande, blocky hair, pixel art, vibrant colors, retro aesthetic, emerald herald, dramatic chiaroscuro, high resolution, trending on ArtStation, dynamic perspective",data/images/img_310.png
"the goddess hestia, hair of fire, full body, anime style, glowing eyes, vibrant red and cyan color palette, intricate botanical details, highly detailed, digital painting, smooth gradients, sharp focus, cinematic lighting, beautiful face, art by artgerm, greg rutkowski, and alphonse mucha",data/images/img_311.png
"Home maintenance hero, sharp, vivid photo, crisp details, natural light, modern tools, clean background.",data/images/img_312.png
"highly detailed digital art, battle-damaged spaceship adrift in space, intricate sci-fi elements, elegant lines, sharp focus, ethereal glow, dynamic perspective, vibrant color palette, 4k, inspired by greg rutkowski and peter elson",data/images/img_313.png
"a somber oil painting of a dirge selfie, muted tones, deep shadows, textured brushstrokes, kodak fujicolor c200 hues, dramatic chiaroscuro, rich textures, high resolution, photorealistic, serene mood",data/images/img_314.png
"a pixel art view of Earth from Mars, blocky terrain, vibrant color palette, retro aesthetic, soft golden hour light, dynamic perspective, high resolution",data/images/img_315.png
8-bit airplane tray with pixelated cheesecake and berry compote.,data/images/img_316.png
"A dreamy chocolate lava cake, glowing with an ethereal light, on an ancient, weathered wooden table in a mystical forest, bathed in soft golden hour light, with rich textures and a serene mood.",data/images/img_317.png
"Detailed manga-style map of the Solar System, with exaggerated planets and a starry background, drawn on aged parchment with intricate borders and decorative elements, under a soft golden hour light, with rich textures and a serene mood.",data/images/img_318.png
"Ragnar Lothbrok, armored, plays chess in a neon-lit cyberpunk dystopia.",data/images/img_319.png
"3D bonsai palm tree, minimalistic design, sleek lines, vibrant color palette, soft golden hour light, octane render, hyper-realistic, modern ArtStation trend, high resolution, sharp focus, symmetrical balance",data/images/img_320.png
"Donald Duck in a sailor suit meets Scrooge McDuck in a redingote and top hat inside a room brimming with gold pieces. Dramatic chiaroscuro lighting, intricate details, smooth gradients, sharp focus, photorealistic 3D model, digital art.",data/images/img_321.png
"A grainy shot of a stone bust beside an egg and eggplant, with soft shadows and muted colors.",data/images/img_322.png
"Cyberpunk neodeco concept art with realistic lighting, created in Unreal Engine 5.",data/images/img_323.png
A bird soaring with vibrant colors and motion lines.,data/images/img_324.png
"a dark, cinematic forest with intricate gears and electronic parts entwined in the trees, cyberpunk landscape, fantasy, 4k, highly detailed, sharp focus, D&D art, painted, soft golden hour light, dynamic perspective, rich textures, vibrant color palette, misty ambiance",data/images/img_325.png
"color pigments swirling in water, 8-bit pixel art, low-res, vibrant color palette, dreamy atmosphere, inside view, retro game aesthetics, soft golden hour light, dynamic perspective",data/images/img_326.png
"a cute, whimsical creature in a vibrant candy world, fantasy 3D model, dramatic chiaroscuro lighting, high resolution, intricate details, energetic atmosphere",data/images/img_327.png
"A pixelated, futuristic female figure with sleek, metallic armor standing against a serene, starry night sky with a soft golden hour light and ethereal glow, high resolution.",data/images/img_328.png
"A vibrant, textured knit creature stands out against a colorful, brushstroke-filled background.",data/images/img_329.png
"A large audience in a lecture hall, the President of Ghana speaking, with soft, flowing ink wash strokes.",data/images/img_330.png
"Eagle with minimal brushstrokes, monochromatic, simplified form, subtle textures.",data/images/img_331.png
"Neon-lit French coat of arms with sleek, cybernetic details on a futuristic city background, styled like 1876 with Ralph McQuarrie influence.",data/images/img_332.png
"astronaut, floating in ethereal cosmic space, dark fantasy art, painterly, dramatic chiaroscuro lighting, mystical fog, starlit skies, rich textures, 8k, trending on artstation, interstellar ambiance, high resolution, sharp focus",data/images/img_333.png
"A biomechanical Xenomorph Crusher Transformer hybrid with a tiger-like body, stalking prey, in high-resolution with deep shadows and crisp details.",data/images/img_334.png
"A plate of grilled chicken with biscuits and vegetables, under warm lighting, with beers in the background.",data/images/img_335.png
"A 3D whale breaching near a mountain, with dramatic lighting and shadows highlighting the texture and form.",data/images/img_336.png
Animated ocean with vibrant colors and playful waves at the base of the Great Wall.,data/images/img_337.png
"Sky shatters, manga style, vibrant colors, dynamic lines.",data/images/img_338.png
"Manga-style hut on chicken legs, detailed linework, vibrant colors, wide angle, top view, pincushion distortion.",data/images/img_339.png
"Orange mountain landscape with a winding river, stormy sky, and lightning, in high-contrast, gritty style.",data/images/img_340.png
"A grainy, cinematic shot of a starry mountain landscape, serene and tranquil, with a soft, atmospheric glow, captured in high resolution with a misty ambiance and vibrant color palette, using dynamic perspective.",data/images/img_341.png
"A rowboat floats on a calm, reflective lake at twilight, surrounded by misty mountains.",data/images/img_342.png
"Fantasy art, a magical realm with intricate, highly detailed digital painting, soft golden hour light, smooth gradients, sharp focus, ethereal beings, enchanting flora and fauna, detailed face, atmospheric lighting, by Alphonse Mucha, William-Adolphe Bouguereau, and Makoto Shinkai.",data/images/img_343.png
"Whiteboard animation: Symmetrical fantasy knight portrait, high fantasy, intricate lines, elegant, highly detailed, smooth gradients, sharp focus, photorealistic, 8k, dynamic perspective.",data/images/img_344.png
"A pixelated group of farm animals (cows, sheep, and pigs) made of cheese and ham on a rustic wooden board, with a blocky dog in the background eyeing the board hungrily, under soft golden hour light, with rich textures and vibrant colors.",data/images/img_345.png
"Highly detailed anime-style macro view of a bee, intricate wings with fine veins, vibrant colors, soft shading, dynamic pose, ethereal glow, sharp focus, high resolution",data/images/img_346.png
"A surreal 3D scene by Salvador Dali, Alejandro Jodorowsky, and Kenneth Anger: magical pagan ritual, retro sci-fi, hyper-realistic textures, cinematic lighting.",data/images/img_347.png
"Digital matte painting of a corrupted countryside, eerie cityscape, dark cybernetic elements, moody lighting, deep shadows, vibrant neon.",data/images/img_348.png
"Fantasy tortilla chips treasure, vibrant colors, dynamic composition, glowing effects.",data/images/img_349.png
"cinematic portrait of obi-wan kenobi, embodying albert einstein's wisdom, sci-fi tech wear with intricate details, glowing lights casting a dramatic chiaroscuro, emotional depth, smooth focus, high resolution, digital painting, concept art, art by artgerm and greg rutkowski",data/images/img_350.png
"Pixel art portrait of a doctor, 8-bit, vibrant colors, clean lines, retro gaming, pixel-perfect.",data/images/img_351.png
"an AI data center operated by humanoid robots, vibrant anime style, neon lights casting dynamic shadows, robots in dynamic poses with exaggerated expressions, sleek futuristic design with intricate details, vivid colors with high contrast, sharp lines, detailed backgrounds, energetic atmosphere, photorealistic, high resolution",data/images/img_352.png
"Detailed anime portrait of Tifa Lockhart, blue eyes, aquiline nose, smooth Pixiv style, backlit, harsh sunlight, hyper-detailed.",data/images/img_353.png
"8-bit stork playing violin, retro graphics",data/images/img_354.png
"futuristic cityscape with Tadao Ando architecture, holographic elements, stylized plants, ground-level view at sunrise, foggy atmosphere, vibrant colors, manga style, detailed linework, dynamic lighting with vivid red and orange glow, cinematic angles, high contrast, 8k, hyper-detailed, trending on Artstation",data/images/img_355.png
"Manga-style illustration of a toy robot with expressive eyes, dynamic pose, detailed mechanics, and vibrant colors.",data/images/img_356.png
"Amy Coney Barrett as a street fighter character, 3D claymation, dynamic pose, hand-crafted.",data/images/img_357.png
"Green dragon entwined with rosebuds, intricate linework, elegant composition, detailed textures.",data/images/img_358.png
"""Stylized mountain panorama, dawn or dusk, vibrant animation""",data/images/img_359.png
A neon-lit plate of black bean chili with slaw and tortilla chips in a cyber kitchen.,data/images/img_360.png
"Marcel the shell with shoes on, cinematic grainy style, 8K resolution, dramatic chiaroscuro lighting, deep shadows, film noir atmosphere, sharp focus, rich textures",data/images/img_361.png
"digital art / painterly: portrait of anthropomorphic mecha, elegant and intricate animal monster, vibrant color palette, smooth brushstrokes, sharp focus, highly detailed, artstation, concept art, 8k, inspired by artgerm and greg rutkowski, dynamic perspective, ethereal glow",data/images/img_362.png
A minimalist apartment with large windows showcasing a vibrant cityscape.,data/images/img_363.png
"Digital patrols in neon-green uniforms blend into a pixelated, futuristic landscape.",data/images/img_364.png
"Blockchain village in Carpathian mountains with 2 pools, vibrant manga style, dynamic angles, expressive characters.",data/images/img_365.png
"A sleek laptop screen with vibrant, animated colors against a neon cityscape, in anime style.",data/images/img_366.png
"a yellow box, digital art, painterly brushstrokes, vibrant color palette, soft edges, dynamic composition, ethereal glow, high resolution",data/images/img_367.png
"breathtaking digital matte painting of a grim reaper phoenix with a cloak of shimmering fireflies and flickering flames, golden scythe blade, saintly figure, stained glass of flames background, elegant, highly detailed, sharp focus, ethereal glow, vibrant color palette, photorealistic, art by Tom Bagshaw, Artgerm, Greg Rutkowski",data/images/img_368.png
"vibrant neonpunk portrait of a German Shepherd on a glowing blue round canvas, with intricate neon threads and sleek cybernetic elements woven into the embroidery, soft golden hour light, high resolution, photorealistic",data/images/img_369.png
"a cinematic and harmonious vision of an ominous, wretched structure, towering over the people below, created by mysterious beings, bathed in dramatic chiaroscuro lighting, with a deep, foreboding atmosphere, high resolution, sharp focus.",data/images/img_370.png
"A pale male vampire, mid-30s, with long black hair, clean-shaven, dressed formally in red and black, in a hyper-realistic digital painting.",data/images/img_371.png
"Muscular male in sleek black sci-fi armor, smooth black faceplate, dynamic manga action, electric colors.",data/images/img_372.png
"Gigantic sequoia with a massive blue and white wave behind it, carved in translucent marble. Vibrant colors, dramatic low angle, cinematic lighting.",data/images/img_373.png
"Cinematic portrait of a strange India creature with intricate details, dramatic lighting, rich textures, and vibrant colors, in the CineStill style.",data/images/img_374.png
"Vibrant steampunk robot spider, intricate details, elegant, centered, smooth, sharp focus, colorful, bold lines, anime eyes, chibi elements, action pose.",data/images/img_375.png
"A high-resolution, 3D volumetric close-up of the Sydney Opera House next to the Eiffel Tower, under a dramatic night sky of roiling blue energy, with exploding yellow stars and swirling blue radiance, illuminated by soft golden hour light, with intricate details and rich textures.",data/images/img_376.png
"Vibrant pier at sunset, house with soft light, mirrored sky.",data/images/img_377.png
"a 3D model of a black and white scene with a vibrant red flower in the right corner, dramatic chiaroscuro lighting, deep shadows, and stark contrast between light and dark, high resolution, sharp focus",data/images/img_378.png
"Neon-lit wedding portrait of Sasuke and Sakura, vibrant colors, cybernetic elements, futuristic city, sharp lines, smooth surfaces, anime, masterpiece.",data/images/img_379.png
"adorable fluffy creature, ghibli-style animation, pastel colors, vibrant fur, detailed eyes, whimsical fantasy background, by kazuo oga",data/images/img_380.png
"digital art: centered portrait of dark witch with intricate, elegant details, large cloak adorned with dragon scales, fantasy forest background, moonlit night with soft golden hour light, gems and particles floating, symmetrical balance, sharp focus, undercut purple-black fade hair, fantasy magic, matte finish, inspired by wlop, artgerm, greg rutkowski, alphonse mucha",data/images/img_381.png
A pixelated galaxy of glowing gems and crystals in deep 8-bit space.,data/images/img_382.png
"A cinematic shot of a wet, energetic dog mid-shake, set against a vivid, colorful backdrop with a soft vignette effect, under dramatic chiaroscuro lighting, capturing the dynamic motion and rich textures of the fur.",data/images/img_383.png
"A horned bear spirit with black and red fur, in anime style, with vibrant colors and chibi elements.",data/images/img_384.png
"side view 2d sidescrolling rpg, vibrant ektachrome film, highly detailed, sharp focus, dynamic composition, dramatic chiaroscuro lighting, rich colors, retro photography, wide angle, promo art",data/images/img_385.png
"a claymation portrait of the smiling happy mask salesman, eyes closed, with vivid, textured clay details, soft golden hour light, whimsical hand-crafted feel, intricate details, sharp focus, 4k uhd image",data/images/img_386.png
"Elon Musk as Jabba the Hutt, whiteboard animation, simple lines, flat colors, black and white, dynamic poses, exaggerated expressions, hand-drawn, marker and chalk, fluid motion, playful and engaging.",data/images/img_387.png
"Black wolf in detailed illustration, moonlit night, shadowy forest.",data/images/img_388.png
"a manga-style sword slicing through swirling, milk-like streams with bold, colorful lines",data/images/img_389.png
"8-bit Times Square, vibrant colors, retro futuristic billboards, blocky skyscrapers, neon lights, busy crowd",data/images/img_390.png
"Cubist fantasy RPG character, lizardfolk with an alligator face, black scales, fragmented body with geometric shapes, strong muscles, calm expression, old inn background, abstract bar stool, inn interior, radiant lighting, monochromatic shadows, high resolution, intricate details, dynamic perspective",data/images/img_391.png
"vibrant manga portrait of a Horizon Zero Dawn machine as Ironman, intricate details, bold lines, dynamic action, colorful, smooth gradients, sharp focus, 8k, soft golden hour light, dynamic perspective, energetic atmosphere",data/images/img_392.png
"A close-up oil painting of a camshaft, with rich, layered brushstrokes capturing the intricate details and mechanical precision, set in a dramatic chiaroscuro lighting to highlight the textures and depth of the metal, creating a photorealistic and high-resolution image.",data/images/img_393.png
"Detailed digital art of an anthropomorphic capybara pirate in intricate attire, ultra-realistic, 4K.",data/images/img_394.png
"teenager cooking sweets, cutout animation, vibrant color palette, flat shading, bold outlines, dynamic perspective, sharp focus",data/images/img_395.png
"Linus from LinusTechTips, vibrant colors, smooth motion, detailed expressions, cel-shaded, Pixar-style, art by John Lasseter and Hayao Miyazaki.",data/images/img_396.png
"Manga-style giraffe in dramatic light on a busy city street, with bold shadows.",data/images/img_397.png
"A misty futuristic city inside a glowing hexagonal barrier, painted in cool blues and silvers.",data/images/img_398.png
Vibrant manga-style Chinese tea ceremony with flowing lines and vivid expressions.,data/images/img_399.png
"A futuristic city in space, illustrated with vibrant vector graphics, featuring intricate geometric shapes, clean lines, and a dynamic perspective, bathed in soft golden hour light, with a vibrant color palette and high resolution.",data/images/img_400.png
"A symmetrical, painterly digital art of a figure silhouette amidst swirling, vibrant blue and orange natural elements, with soft, flowing brushstrokes, harmonious color blending, and a serene mood.",data/images/img_401.png
"The Riddler, in 1780s Georgian menswear, stands in a 3D scene with dramatic lighting and floating question marks.",data/images/img_402.png
A chocolate lava cake glowing on a wooden table in a mystical forest.,data/images/img_403.png
"Spaceship interior, ultra high-resolution, professional photography, ultra wide angle, zenith view, pincushion lens effect, 8K, studio lighting, crisp details, realistic textures, vibrant color palette, smooth gradients, dynamic perspective",data/images/img_404.png
"smiling air conditioning electrical workers, pixel art style, modern building with large glass windows, 8-bit color palette, retro digital art, high-resolution, intricate pixel textures, vibrant color scheme, dynamic perspective, sharp focus",data/images/img_405.png
"Tibetan priests, pixel art, ringing a bell, blocky figures, vibrant colors, retro gaming aesthetic, high resolution, dynamic perspective, ethereal glow",data/images/img_406.png
A yellow t-shirt with a playful anime dog.,data/images/img_407.png
"highly detailed 3D model of Mr. Rogers unjesses his hunting falcon on the moors, intricate textures, realistic lighting, lifelike expressions, soft golden hour light, dynamic perspective, rich textures, high resolution, serene mood",data/images/img_408.png
A figure in shadows looks up at dark gothic buildings. An old lamp casts a warm glow. Impressionist painting.,data/images/img_409.png
"a neon-lit potato superhero, standing on a retrofuturistic dishwasher, bathed in vibrant vaporwave hues, surrounded by glowing pixelated stars, with a soft golden hour light, dynamic perspective, and rich textures.",data/images/img_410.png
"3D octane render: square red apples on a tree with circular green leaves, hyper-realistic textures, smooth gradients, detailed leaf veins, subtle ambient occlusion, soft golden hour light, and dynamic perspective.",data/images/img_411.png
"Ginger girl with spiky hair and green eyes stands on a rooftop, looking at a lake with ducks, in manga style.",data/images/img_412.png
"A sketch of an ethereal deep-sea symphony: 2 large, vibrant jellyfish dominate, surrounded by a vertical array of smaller ones, all within a dark blue realm, lines delicately capturing fluid motion and translucency, with soft golden hour light and rich textures, high resolution, photorealistic.",data/images/img_413.png
"A vibrant anime-style illustration of a fiery planet, glowing orange and yellow, against jagged mountains.",data/images/img_414.png
"an intricate technical illustration of bob ross meticulously painting a detailed iron man on canvas, surrounded by majestic mountains and lush trees, bathed in soft golden hour light, with precise linework and shading, in a film still style, high resolution, epic composition, featured on behance, extra crisp.",data/images/img_415.png
"An inviting wooden house, enveloped by lush, detailed nature, bathed in soft golden hour light, with rich textures and a serene mood, captured in a highly cinematic, photorealistic scene.",data/images/img_416.png
"Futuristic phone with sleek interfaces, neon colors, high-tech textures, glitch effects, cyber elements, modern typography, holographic accents.",data/images/img_417.png
"A majestic golden ""B"" with intricate details, set against a dark, cinematic background, illuminated by a vibrant, ethereal glow, with a dramatic chiaroscuro effect and high resolution.",data/images/img_418.png
"In a modern office, two women and two men sit with worried expressions, their chairs in shadow, while a desk lamp illuminates an empty chair. Neat manga illustration.",data/images/img_419.png
"A Mortal Kombat character in a black and gold cloak, wearing a blue and gold mask, staring intensely at the viewer.",data/images/img_420.png
"Manga trader, dramatically liquidated, intense close-up, sharp lines, dynamic angles, dramatic chiaroscuro, ultra HD, high resolution, vibrant color palette, rich textures",data/images/img_421.png
"Bruce Campbell, fantasy epic, D&D, intricate, detailed, Alphonse Mucha, Adolfo Hohenstein, Alice Russell Glenny, Stanley Artgerm Lau, Greg Rutkowski, majestic, mythical, vibrant, trending on ArtStation.",data/images/img_422.png
"3D volumetric portrait of a necromancer priest in obsidian robes with intricate white ornaments, skulls, and swirling white smoke, hyper-realistic textures, deep shadows, and ethereal volumetric lighting, high resolution, sharp focus.",data/images/img_423.png
"Daniel Radcliffe in a monks tunic, holding a glowing fire staff, digital art, ultra-detailed, cyberpunk aesthetics, neon highlights, high contrast, dramatic chiaroscuro, sharp focus, trending on Artstation, octane render, art by Ross Tran",data/images/img_424.png
"A rapper on a stage with snow-capped mountains, dramatic lighting, and high contrast.",data/images/img_425.png
"Godzilla in Apex Legends, digital art portrait, painterly style, rich colors, soft brushstrokes, detailed, soft golden hour light, high resolution, by Ross Tran, artgerm",data/images/img_426.png
"a majestic British longhair cat, adorned with glowing ethereal runes, strides atop an ancient, mist-shrouded roof, in a fantasy realm, under a moonlit sky, with vibrant color palette, photorealistic, high resolution, by Stanley Artgerm",data/images/img_427.png
A small 3D character poster with dramatic lighting and deep shadows.,data/images/img_428.png
"A bold, vibrant mountain peak, rendered in pop art with bright, flat colors, sharp, defined edges, and a high-contrast composition.",data/images/img_429.png
"Mark Zuckerberg as Scorpion from Mortal Kombat, ""Get over here,"" captured in a high-contrast Provia photograph with dramatic chiaroscuro, realistic textures, crisp focus, and detailed shadows and highlights.",data/images/img_430.png
"vibrant illustration of a corgi riding a scooter, pastel colors, playful and trendy, with soft golden hour light, rich textures, and a dynamic perspective, perfect for a children's book or ad campaign",data/images/img_431.png
"a pixel art tree with intricate details, reflected in the sunroof of a pixelated blue car, under a soft golden hour light, with a serene mood and high resolution",data/images/img_432.png
"Guybrush Threepwood, neon-lit vaporwave, glitchy digital fantasy, intricate cybernetic details, elegant 4k HDR, smooth gradients, sharp focus, art by Artgerm, ethereal glow, dynamic perspective",data/images/img_433.png
"Hatsune Miku, neon-lit, holding a glowing microphone, surrounded by vibrant cybernetic flora in a neonpunk city.",data/images/img_434.png
"cinematic mountain under a mesmerizing aurora at midnight, bathed in ethereal light, with a deep, star-studded sky, soft golden hour light, dynamic perspective, rich textures, high resolution, photorealistic",data/images/img_435.png
"Neonpunk GTA5 cover art: George Wendt as a neon-lit secret agent with sunglasses, intricate cybernetic details, vibrant neon colors, futuristic cityscape bathed in soft golden hour light, sharp focus, high resolution, digital illustration, art by Artgerm and Greg Rutkowski",data/images/img_436.png
"Neon-lit fantasy book landscape with a massive kraken, a small boat in a stormy sea, giant waves and neon lightning, cyberpunk style, 4k.",data/images/img_437.png
"a baroque portrait of a cat-pizza, opulent gold frame, rich textures, dramatic chiaroscuro, intricate ornate details, high resolution, masterpiece painting",data/images/img_438.png
